VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,bonf_significant,rank,Cluster ID,Cluster name,Supercluster,Class auto-annotation,Top three regions
Cluster251,COVAR,16231,53.233,0.083202,7.8002,4.6165e-12,True,1,251.0,MGE_251,MGE interneuron,NEUR,"Cerebral cortex: 94.0%, Hippocampus: 2.5%, Basal forebrain: 2.4%"
Cluster228,COVAR,16231,60.563,0.076876,9.2745,3.4165e-11,True,2,228.0,EMSN_228,Eccentric medium spiny neuron,NEUR,"Amygdala: 83.7%, Cerebral cortex: 12.2%, Thalamus: 1.9%"
Cluster286,COVAR,16231,54.555,0.077733,8.4869,6.6972e-11,True,3,286.0,CGE_286,CGE interneuron,NEUR,"Cerebral cortex: 70.6%, Hippocampus: 13.8%, Amygdala: 10.2%"
Cluster132,COVAR,16231,44.789,0.071293,7.2917,4.1896e-10,True,4,132.0,Misc_132,Miscellaneous,NEUR,"Cerebral cortex: 98.4%, Hippocampus: 0.8%, Midbrain: 0.8%"
Cluster231,COVAR,16231,54.204,0.072273,8.9527,7.2527e-10,True,5,231.0,EMSN_231,Eccentric medium spiny neuron,NEUR,"Amygdala: 60.2%, Basal forebrain: 16.4%, Cerebral cortex: 13.7%"
Cluster242,COVAR,16231,56.024,0.071657,9.3341,1.0014e-09,True,6,242.0,MGE_242,MGE interneuron,NEUR,"Cerebral cortex: 90.8%, Hippocampus: 4.6%, Basal forebrain: 1.8%"
Cluster278,COVAR,16231,49.76,0.071777,8.4133,1.7099e-09,True,7,278.0,CGE_278,CGE interneuron,NEUR,"Cerebral cortex: 78.0%, Amygdala: 10.4%, Hippocampus: 8.1%"
Cluster233,COVAR,16231,51.115,0.067942,8.8411,3.7929e-09,True,8,233.0,EMSN_233,Eccentric medium spiny neuron,NEUR,"Amygdala: 73.7%, Thalamus: 9.5%, Hypothalamus: 5.8%"
Cluster288,COVAR,16231,50.02,0.070297,8.6561,3.8589e-09,True,9,288.0,CGE_288,CGE interneuron,NEUR,"Cerebral cortex: 70.6%, Amygdala: 13.7%, Hippocampus: 6.3%"
Cluster283,COVAR,16231,50.624,0.069012,8.8562,5.5718e-09,True,10,283.0,CGE_283,CGE interneuron,NEUR,"Cerebral cortex: 81.0%, Hippocampus: 9.3%, Amygdala: 5.0%"
Cluster234,COVAR,16231,54.753,0.067924,9.5801,5.6038e-09,True,11,234.0,EMSN_234,Eccentric medium spiny neuron,NEUR,"Amygdala: 75.9%, Cerebral cortex: 14.6%, Thalamus: 5.4%"
Cluster424,COVAR,16231,56.354,0.065379,10.044,1.0285e-08,True,12,424.0,Splat_424,Splatter,NEUR,"Amygdala: 34.9%, Hypothalamus: 32.8%, Thalamus: 29.6%"
Cluster426,COVAR,16231,57.31,0.063251,10.675,4.0419e-08,True,13,426.0,EMSN_426,Eccentric medium spiny neuron,NEUR,"Amygdala: 81.9%, Cerebral cortex: 10.0%, Thalamus: 3.2%"
Cluster252,COVAR,16231,44.679,0.065522,8.4636,6.6074e-08,True,14,252.0,MGE_252,MGE interneuron,NEUR,"Cerebral cortex: 85.8%, Hippocampus: 8.0%, Basal forebrain: 3.6%"
Cluster140,COVAR,16231,45.638,0.06284,8.7196,8.4333e-08,True,15,140.0,DLIT_140,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 99.2%, Hippocampus: 0.5%, Basal forebrain: 0.2%"
Cluster294,COVAR,16231,44.118,0.061379,8.5108,1.1048e-07,True,16,294.0,CGE_294,CGE interneuron,NEUR,"Cerebral cortex: 64.4%, Hippocampus: 14.7%, Amygdala: 10.8%"
Cluster389,COVAR,16231,41.588,0.061212,8.0652,1.2777e-07,True,17,389.0,Splat_389,Splatter,NEUR,"Pons: 67.3%, Midbrain: 29.6%, Thalamus: 2.4%"
Cluster428,COVAR,16231,46.808,0.059952,9.155,1.6108e-07,True,18,428.0,Splat_428,Splatter,NEUR,"Basal forebrain: 59.7%, Amygdala: 16.1%, Hypothalamus: 13.8%"
Cluster287,COVAR,16231,36.822,0.060106,7.3146,2.4345e-07,True,19,287.0,CGE_287,CGE interneuron,NEUR,"Cerebral cortex: 53.6%, Amygdala: 17.5%, Hippocampus: 15.0%"
Cluster293,COVAR,16231,36.851,0.059217,7.342,2.6304e-07,True,20,293.0,CGE_293,CGE interneuron,NEUR,"Cerebral cortex: 70.3%, Hippocampus: 15.1%, Amygdala: 8.5%"
Cluster141,COVAR,16231,41.214,0.059356,8.2999,3.4699e-07,True,21,141.0,DLIT_141,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 95.4%, Basal forebrain: 2.0%, Hippocampus: 1.4%"
Cluster229,COVAR,16231,40.597,0.056409,8.3165,5.3302e-07,True,22,229.0,EMSN_229,Eccentric medium spiny neuron,NEUR,"Amygdala: 56.1%, Basal forebrain: 28.8%, Cerebral cortex: 11.2%"
Cluster133,COVAR,16231,45.431,0.058392,9.3236,5.5731e-07,True,23,133.0,ULIT_133,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 100.0%, Basal forebrain: 0.0%, Hypothalamus: 0.0%"
Cluster280,COVAR,16231,42.068,0.058728,8.6582,5.981e-07,True,24,280.0,CGE_280,CGE interneuron,NEUR,"Cerebral cortex: 73.7%, Amygdala: 13.3%, Hippocampus: 7.8%"
Cluster422,COVAR,16231,44.528,0.056907,9.2609,7.7046e-07,True,25,422.0,Splat_422,Splatter,NEUR,"Hypothalamus: 44.2%, Amygdala: 23.2%, Thalamus: 20.2%"
Cluster239,COVAR,16231,43.296,0.058152,9.0224,8.0771e-07,True,26,239.0,MGE_239,MGE interneuron,NEUR,"Cerebral cortex: 95.4%, Hippocampus: 1.5%, Basal forebrain: 1.2%"
Cluster273,COVAR,16231,43.757,0.05841,9.1583,8.961e-07,True,27,273.0,LLC_273,LAMP5-LHX6 and Chandelier,NEUR,"Amygdala: 44.9%, Cerebral cortex: 33.4%, Hippocampus: 7.3%"
Cluster177,COVAR,16231,40.321,0.056509,8.5133,1.101e-06,True,28,177.0,Misc_177,Miscellaneous,NEUR,"Hippocampus: 68.2%, Midbrain: 20.5%, Cerebral cortex: 10.8%"
Cluster296,COVAR,16231,35.06,0.054382,7.4919,1.452e-06,True,29,296.0,CGE_296,CGE interneuron,NEUR,"Cerebral cortex: 72.9%, Amygdala: 10.5%, Hippocampus: 9.0%"
Cluster396,COVAR,16231,31.596,0.054827,6.7734,1.562e-06,True,30,396.0,Splat_396,Splatter,NEUR,"Pons: 66.2%, Midbrain: 31.2%, Hypothalamus: 1.2%"
Cluster230,COVAR,16231,37.334,0.056059,8.0352,1.7072e-06,True,31,230.0,EMSN_230,Eccentric medium spiny neuron,NEUR,"Amygdala: 41.5%, Basal forebrain: 26.8%, Cerebral cortex: 15.8%"
Cluster241,COVAR,16231,38.386,0.056483,8.306,1.9242e-06,True,32,241.0,MGE_241,MGE interneuron,NEUR,"Cerebral cortex: 90.2%, Basal forebrain: 3.5%, Hippocampus: 2.5%"
Cluster155,COVAR,16231,40.479,0.053728,8.9116,2.8099e-06,True,33,155.0,Amex_155,Amygdala excitatory,NEUR,"Amygdala: 99.6%, Cerebral cortex: 0.2%, Hippocampus: 0.2%"
Cluster232,COVAR,16231,39.145,0.053264,8.6451,3.0052e-06,True,34,232.0,EMSN_232,Eccentric medium spiny neuron,NEUR,"Basal forebrain: 32.8%, Amygdala: 30.3%, Hypothalamus: 20.9%"
Cluster386,COVAR,16231,27.391,0.050183,6.0718,3.2537e-06,True,35,386.0,Splat_386,Splatter,NEUR,"Medulla: 98.2%, Pons: 1.2%, Midbrain: 0.6%"
Cluster284,COVAR,16231,36.629,0.05314,8.1274,3.3206e-06,True,36,284.0,CGE_284,CGE interneuron,NEUR,"Cerebral cortex: 74.7%, Amygdala: 9.9%, Hippocampus: 9.3%"
Cluster295,COVAR,16231,30.538,0.053077,6.7776,3.3382e-06,True,37,295.0,CGE_295,CGE interneuron,NEUR,"Cerebral cortex: 67.0%, Amygdala: 17.8%, Hippocampus: 8.6%"
Cluster178,COVAR,16231,33.013,0.05278,7.3827,3.9153e-06,True,38,178.0,Misc_178,Miscellaneous,NEUR,"Hippocampus: 43.8%, Midbrain: 29.4%, Cerebral cortex: 26.8%"
Cluster305,COVAR,16231,19.538,0.048704,4.469,6.2128e-06,True,39,305.0,CBI_305,Cerebellar inhibitory,NEUR,"Cerebellum: 88.0%, Pons: 4.7%, Midbrain: 3.7%"
Cluster139,COVAR,16231,34.374,0.052392,7.8779,6.4564e-06,True,40,139.0,DLIT_139,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 95.2%, Basal forebrain: 1.9%, Hippocampus: 1.5%"
Cluster405,COVAR,16231,42.917,0.051565,9.8764,7.0061e-06,True,41,405.0,Amex_405,Amygdala excitatory,NEUR,"Cerebral cortex: 41.9%, Hypothalamus: 27.8%, Amygdala: 27.3%"
Cluster136,COVAR,16231,26.963,0.048571,6.2596,8.3243e-06,True,42,136.0,DLIT_136,Deep-layer intratelencephalic,NEUR,"Amygdala: 54.6%, Cerebral cortex: 36.2%, Hypothalamus: 8.6%"
Cluster123,COVAR,16231,38.723,0.051113,9.0963,1.0436e-05,True,43,123.0,ULIT_123,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 99.2%, Hippocampus: 0.4%, Basal forebrain: 0.3%"
Cluster243,COVAR,16231,36.665,0.052379,8.6263,1.0748e-05,True,44,243.0,MGE_243,MGE interneuron,NEUR,"Cerebral cortex: 96.3%, Hippocampus: 1.4%, Basal forebrain: 1.1%"
Cluster290,COVAR,16231,31.663,0.049631,7.4927,1.1985e-05,True,45,290.0,CGE_290,CGE interneuron,NEUR,"Cerebral cortex: 83.0%, Hippocampus: 8.5%, Amygdala: 5.2%"
Cluster240,COVAR,16231,37.933,0.050211,9.0319,1.3445e-05,True,46,240.0,MGE_240,MGE interneuron,NEUR,"Cerebral cortex: 92.3%, Amygdala: 3.0%, Hippocampus: 2.3%"
Cluster149,COVAR,16231,36.28,0.048887,8.6388,1.3461e-05,True,47,149.0,DLIT_149,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 98.6%, Basal forebrain: 0.6%, Hippocampus: 0.5%"
Cluster410,COVAR,16231,19.908,0.045913,4.7857,1.6026e-05,True,48,410.0,Splat_410,Splatter,NEUR,"Hypothalamus: 82.0%, Thalamus: 11.6%, Amygdala: 5.2%"
Cluster419,COVAR,16231,37.705,0.04953,9.0767,1.6442e-05,True,49,419.0,Amex_419,Amygdala excitatory,NEUR,"Amygdala: 78.9%, Cerebral cortex: 14.0%, Thalamus: 5.1%"
Cluster227,COVAR,16231,32.525,0.047527,7.9456,2.1382e-05,True,50,227.0,EMSN_227,Eccentric medium spiny neuron,NEUR,"Amygdala: 52.6%, Basal forebrain: 20.6%, Hypothalamus: 20.3%"
Cluster275,COVAR,16231,32.866,0.04943,8.0371,2.1775e-05,True,51,275.0,LLC_275,LAMP5-LHX6 and Chandelier,NEUR,"Cerebral cortex: 66.0%, Amygdala: 16.5%, Basal forebrain: 9.9%"
Cluster439,COVAR,16231,25.988,0.047273,6.4116,2.5407e-05,True,52,439.0,Midi_439,Midbrain-derived inhibitory,NEUR,"Midbrain: 52.8%, Thalamus: 31.3%, Pons: 10.7%"
Cluster137,COVAR,16231,30.652,0.049006,7.564,2.5512e-05,True,53,137.0,DLIT_137,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 94.4%, Basal forebrain: 2.1%, Hippocampus: 1.9%"
Cluster416,COVAR,16231,26.969,0.048821,6.6661,2.6236e-05,True,54,416.0,Splat_416,Splatter,NEUR,"Hypothalamus: 65.4%, Thalamus: 17.9%, Amygdala: 8.1%"
Cluster250,COVAR,16231,30.228,0.051236,7.4912,2.7446e-05,True,55,250.0,MGE_250,MGE interneuron,NEUR,"Cerebral cortex: 92.5%, Hippocampus: 2.4%, Basal forebrain: 2.2%"
Cluster360,COVAR,16231,29.7,0.049068,7.383,2.8942e-05,True,56,360.0,Splat_360,Splatter,NEUR,"Midbrain: 99.1%, Pons: 0.8%, Thalamus: 0.1%"
Cluster332,COVAR,16231,29.998,0.048182,7.4724,2.996e-05,True,57,332.0,Mmb_332,Mammillary body,NEUR,"Hypothalamus: 99.9%, Thalamus: 0.1%, Cerebral cortex: 0.0%"
Cluster404,COVAR,16231,39.118,0.045168,9.7699,3.1331e-05,True,58,404.0,Misc_404,Miscellaneous,NEUR,"Cerebral cortex: 94.4%, Amygdala: 2.5%, Basal forebrain: 1.2%"
Cluster359,COVAR,16231,28.941,0.047413,7.2348,3.1824e-05,True,59,359.0,Splat_359,Splatter,NEUR,"Midbrain: 99.1%, Thalamus: 0.4%, Pons: 0.3%"
Cluster427,COVAR,16231,34.56,0.045111,8.7374,3.842e-05,True,60,427.0,MSN_427,Medium spiny neuron,NEUR,"Amygdala: 56.6%, Hypothalamus: 19.3%, Thalamus: 14.0%"
Cluster262,COVAR,16231,35.525,0.047272,9.0005,3.9795e-05,True,61,262.0,MGE_262,MGE interneuron,NEUR,"Cerebral cortex: 94.5%, Basal forebrain: 2.1%, Hippocampus: 1.8%"
Cluster217,COVAR,16231,39.287,0.047088,9.9699,4.0879e-05,True,62,217.0,MSN_217,Medium spiny neuron,NEUR,"Amygdala: 69.5%, Basal forebrain: 15.7%, Hypothalamus: 7.4%"
Cluster370,COVAR,16231,32.983,0.045853,8.3995,4.3278e-05,True,63,370.0,Splat_370,Splatter,NEUR,"Midbrain: 98.8%, Pons: 0.5%, Thalamus: 0.5%"
Cluster285,COVAR,16231,32.013,0.045614,8.186,4.6257e-05,True,64,285.0,CGE_285,CGE interneuron,NEUR,"Cerebral cortex: 62.9%, Hippocampus: 22.3%, Amygdala: 9.5%"
Cluster225,COVAR,16231,29.405,0.046007,7.5565,5.0098e-05,True,65,225.0,EMSN_225,Eccentric medium spiny neuron,NEUR,"Amygdala: 47.2%, Basal forebrain: 33.3%, Cerebral cortex: 10.2%"
Cluster245,COVAR,16231,33.448,0.047652,8.619,5.2347e-05,True,66,245.0,MGE_245,MGE interneuron,NEUR,"Amygdala: 50.6%, Cerebral cortex: 31.0%, Hippocampus: 15.3%"
Cluster259,COVAR,16231,35.745,0.047024,9.2289,5.3992e-05,True,67,259.0,MGE_259,MGE interneuron,NEUR,"Cerebral cortex: 89.3%, Amygdala: 3.4%, Hippocampus: 3.3%"
Cluster388,COVAR,16231,23.087,0.045193,5.9622,5.421e-05,True,68,388.0,Splat_388,Splatter,NEUR,"Pons: 90.9%, Hypothalamus: 4.1%, Amygdala: 3.6%"
Cluster328,COVAR,16231,25.784,0.043811,6.7738,7.0835e-05,True,69,328.0,Mmb_328,Mammillary body,NEUR,"Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%"
Cluster291,COVAR,16231,31.13,0.044336,8.2061,7.4637e-05,True,70,291.0,CGE_291,CGE interneuron,NEUR,"Cerebral cortex: 75.1%, Hippocampus: 14.3%, Amygdala: 7.1%"
Cluster415,COVAR,16231,25.358,0.042027,6.7386,8.4286e-05,True,71,415.0,Splat_415,Splatter,NEUR,"Hypothalamus: 78.7%, Midbrain: 7.6%, Thalamus: 3.7%"
Cluster377,COVAR,16231,26.066,0.042587,6.9409,8.6951e-05,True,72,377.0,Splat_377,Splatter,NEUR,"Hypothalamus: 33.0%, Amygdala: 32.4%, Thalamus: 31.4%"
Cluster417,COVAR,16231,27.99,0.043967,7.4586,8.7883e-05,True,73,417.0,Splat_417,Splatter,NEUR,"Hypothalamus: 95.8%, Midbrain: 4.0%, Amygdala: 0.1%"
Cluster311,COVAR,16231,15.575,0.046385,4.1512,8.8146e-05,True,74,311.0,URL_311,Upper rhombic lip,NEUR,"Cerebellum: 72.7%, Medulla: 10.3%, Pons: 8.2%"
Cluster403,COVAR,16231,23.713,0.043156,6.3288,8.9975e-05,True,75,403.0,Splat_403,Splatter,NEUR,"Cerebral cortex: 45.6%, Amygdala: 33.5%, Hypothalamus: 9.8%"
Cluster289,COVAR,16231,24.776,0.043252,6.6147,9.0375e-05,True,76,289.0,CGE_289,CGE interneuron,NEUR,"Cerebral cortex: 82.1%, Hippocampus: 7.9%, Amygdala: 5.8%"
Cluster306,COVAR,16231,19.854,0.042485,5.3151,9.41e-05,True,77,306.0,CBI_306,Cerebellar inhibitory,,"Cerebellum: 91.6%, Pons: 3.4%, Medulla: 3.3%"
Cluster307,COVAR,16231,21.44,0.043376,5.7437,9.5133e-05,True,78,307.0,CBI_307,Cerebellar inhibitory,NEUR,"Cerebellum: 70.3%, Medulla: 12.1%, Pons: 11.7%"
Cluster425,COVAR,16231,35.398,0.043461,9.5055,9.8487e-05,True,79,425.0,Splat_425,Splatter,NEUR,"Thalamus: 35.4%, Hypothalamus: 29.5%, Amygdala: 29.1%"
Cluster274,COVAR,16231,30.794,0.044961,8.2771,9.9924e-05,True,80,274.0,LLC_274,LAMP5-LHX6 and Chandelier,NEUR,"Cerebral cortex: 84.6%, Basal forebrain: 5.9%, Hippocampus: 3.1%"
Cluster206,COVAR,16231,21.12,0.042486,5.6872,0.00010262,True,81,206.0,MSN_206,Medium spiny neuron,NEUR,"Hippocampus: 97.1%, Thalamus: 2.3%, Cerebral cortex: 0.6%"
Cluster349,COVAR,16231,24.674,0.047316,6.6713,0.00010892,False,82,349.0,Splat_349,Splatter,NEUR,"Medulla: 84.7%, Spinal cord: 12.7%, Pons: 1.7%"
Cluster148,COVAR,16231,32.526,0.043934,8.8755,0.00012433,False,83,148.0,DLIT_148,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 85.2%, Basal forebrain: 6.0%, Amygdala: 5.0%"
Cluster350,COVAR,16231,25.806,0.043303,7.0504,0.00012651,False,84,350.0,Splat_350,Splatter,NEUR,"Medulla: 98.2%, Spinal cord: 1.0%, Pons: 0.7%"
Cluster122,COVAR,16231,32.941,0.044304,9.0144,0.00012952,False,85,122.0,ULIT_122,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 93.9%, Basal forebrain: 2.6%, Hippocampus: 1.7%"
Cluster381,COVAR,16231,24.847,0.04507,6.8026,0.00013037,False,86,381.0,Splat_381,Splatter,NEUR,"Pons: 83.9%, Midbrain: 15.4%, Medulla: 0.5%"
Cluster310,COVAR,16231,17.425,0.043477,4.7803,0.00013415,False,87,310.0,URL_310,Upper rhombic lip,NEUR,"Cerebellum: 52.4%, Pons: 26.2%, Medulla: 15.1%"
Cluster248,COVAR,16231,30.377,0.044962,8.3467,0.00013721,False,88,248.0,MGE_248,MGE interneuron,NEUR,"Cerebral cortex: 78.8%, Hippocampus: 12.5%, Amygdala: 5.0%"
Cluster260,COVAR,16231,30.864,0.043129,8.586,0.00016306,False,89,260.0,MGE_260,MGE interneuron,NEUR,"Cerebral cortex: 86.4%, Amygdala: 4.6%, Basal forebrain: 4.2%"
Cluster385,COVAR,16231,31.373,0.042376,8.7361,0.00016525,False,90,385.0,Splat_385,Splatter,NEUR,"Hypothalamus: 93.4%, Midbrain: 4.5%, Amygdala: 0.8%"
Cluster226,COVAR,16231,30.155,0.041668,8.4854,0.00019065,False,91,226.0,EMSN_226,Eccentric medium spiny neuron,NEUR,"Basal forebrain: 33.6%, Amygdala: 33.3%, Hypothalamus: 19.3%"
Cluster346,COVAR,16231,15.339,0.044343,4.3496,0.00021127,False,92,346.0,Splat_346,Splatter,NEUR,"Medulla: 60.2%, Spinal cord: 39.4%, Pons: 0.3%"
Cluster179,COVAR,16231,27.386,0.04286,7.7846,0.00021827,False,93,179.0,CA13_179,Hippocampal CA1-3,NEUR,"Hippocampus: 97.2%, Cerebral cortex: 2.8%, Amygdala: 0.0%"
Cluster271,COVAR,16231,29.778,0.042553,8.4704,0.0002202,False,94,271.0,LLC_271,LAMP5-LHX6 and Chandelier,NEUR,"Cerebral cortex: 63.9%, Amygdala: 16.6%, Hippocampus: 9.9%"
Cluster249,COVAR,16231,32.235,0.042391,9.1937,0.00022811,False,95,249.0,MGE_249,MGE interneuron,NEUR,"Cerebral cortex: 61.8%, Hippocampus: 23.3%, Amygdala: 10.2%"
Cluster401,COVAR,16231,17.69,0.040317,5.0518,0.00023191,False,96,401.0,Misc_401,Miscellaneous,NEUR,"Hippocampus: 76.2%, Amygdala: 19.4%, Cerebral cortex: 4.4%"
Cluster292,COVAR,16231,28.52,0.041846,8.1523,0.00023488,False,97,292.0,CGE_292,CGE interneuron,NEUR,"Cerebral cortex: 86.1%, Hippocampus: 7.4%, Amygdala: 3.1%"
Cluster456,COVAR,16231,27.492,0.040655,7.8779,0.00024258,False,98,456.0,Thex_456,Thalamic excitatory,NEUR,"Thalamus: 99.8%, Hippocampus: 0.2%, Cerebral cortex: 0.0%"
Cluster429,COVAR,16231,27.268,0.040885,7.893,0.00027635,False,99,429.0,Splat_429,Splatter,NEUR,"Basal forebrain: 55.9%, Amygdala: 24.1%, Thalamus: 12.9%"
Cluster224,COVAR,16231,29.159,0.041281,8.4665,0.00028755,False,100,224.0,EMSN_224,Eccentric medium spiny neuron,NEUR,"Basal forebrain: 70.9%, Amygdala: 13.6%, Cerebral cortex: 8.2%"
Cluster382,COVAR,16231,22.743,0.039811,6.6186,0.00029586,False,101,382.0,Splat_382,Splatter,NEUR,"Amygdala: 32.1%, Hypothalamus: 30.4%, Basal forebrain: 21.9%"
Cluster223,COVAR,16231,22.407,0.039574,6.5438,0.00030944,False,102,223.0,EMSN_223,Eccentric medium spiny neuron,NEUR,"Basal forebrain: 74.1%, Amygdala: 12.2%, Thalamus: 9.6%"
Cluster270,COVAR,16231,27.254,0.040994,8.0204,0.00034035,False,103,270.0,LLC_270,LAMP5-LHX6 and Chandelier,NEUR,"Cerebral cortex: 86.2%, Hippocampus: 6.7%, Thalamus: 3.3%"
Cluster364,COVAR,16231,24.443,0.04078,7.2046,0.00034723,False,104,364.0,Splat_364,Splatter,NEUR,"Midbrain: 99.6%, Thalamus: 0.2%, Medulla: 0.1%"
Cluster430,COVAR,16231,24.828,0.039836,7.3227,0.00034993,False,105,430.0,MSN_430,Medium spiny neuron,NEUR,"Amygdala: 87.9%, Hypothalamus: 6.5%, Thalamus: 3.4%"
Cluster146,COVAR,16231,29.864,0.040807,8.8178,0.00035475,False,106,146.0,DLIT_146,Deep-layer intratelencephalic,NEUR,"Amygdala: 65.4%, Cerebral cortex: 33.1%, Hypothalamus: 0.8%"
Cluster138,COVAR,16231,25.028,0.042194,7.4074,0.00036518,False,107,138.0,ULIT_138,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 96.4%, Basal forebrain: 1.2%, Hippocampus: 1.2%"
Cluster371,COVAR,16231,20.591,0.039499,6.1139,0.00037996,False,108,371.0,Splat_371,Splatter,NEUR,"Midbrain: 99.7%, Cerebellum: 0.3%, Cerebral cortex: 0.0%"
Cluster264,COVAR,16231,27.289,0.039963,8.1176,0.00038839,False,109,264.0,LLC_264,LAMP5-LHX6 and Chandelier,,"Cerebral cortex: 84.5%, Amygdala: 5.7%, Basal forebrain: 4.7%"
Cluster150,COVAR,16231,19.208,0.039127,5.757,0.00042542,False,110,150.0,DLIT_150,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 95.3%, Hippocampus: 2.2%, Basal forebrain: 1.3%"
Cluster423,COVAR,16231,35.756,0.039728,10.723,0.00042848,False,111,423.0,Splat_423,Splatter,NEUR,"Amygdala: 50.6%, Thalamus: 19.8%, Hypothalamus: 15.4%"
Cluster363,COVAR,16231,19.573,0.039754,5.8913,0.00044757,False,112,363.0,Splat_363,Splatter,NEUR,"Thalamus: 64.4%, Basal forebrain: 20.9%, Hypothalamus: 7.4%"
Cluster281,COVAR,16231,21.041,0.03873,6.3588,0.0004695,False,113,281.0,CGE_281,CGE interneuron,NEUR,"Cerebral cortex: 70.5%, Amygdala: 13.0%, Hippocampus: 10.6%"
