VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,bonf_significant,rank,Cluster ID,Cluster name,Supercluster,Class auto-annotation,Top three regions
Cluster269,COVAR,16231,30.244,0.039787,9.1614,0.00048277,False,114,269.0,LLC_269,LAMP5-LHX6 and Chandelier,NEUR,"Cerebral cortex: 43.7%, Hippocampus: 25.7%, Amygdala: 22.8%"
Cluster421,COVAR,16231,24.095,0.038202,7.3358,0.00051209,False,115,421.0,Splat_421,Splatter,NEUR,"Hypothalamus: 64.1%, Amygdala: 19.7%, Thalamus: 14.8%"
Cluster331,COVAR,16231,20.543,0.036022,6.2594,0.00051702,False,116,331.0,Mmb_331,Mammillary body,NEUR,"Hypothalamus: 96.6%, Midbrain: 2.3%, Cerebral cortex: 1.1%"
Cluster266,COVAR,16231,26.268,0.038338,8.0097,0.00052135,False,117,266.0,LLC_266,LAMP5-LHX6 and Chandelier,NEUR,"Amygdala: 42.8%, Hippocampus: 27.1%, Cerebral cortex: 25.1%"
Cluster162,COVAR,16231,23.996,0.038104,7.3247,0.00052784,False,118,162.0,Amex_162,Amygdala excitatory,NEUR,"Amygdala: 84.9%, Hippocampus: 8.9%, Cerebral cortex: 6.2%"
Cluster420,COVAR,16231,23.321,0.036864,7.1245,0.00053281,False,119,420.0,Splat_420,Splatter,NEUR,"Thalamus: 46.3%, Hypothalamus: 26.8%, Amygdala: 24.7%"
Cluster244,COVAR,16231,25.958,0.038833,8.0077,0.00059577,False,120,244.0,MGE_244,MGE interneuron,NEUR,"Cerebral cortex: 77.4%, Amygdala: 13.7%, Hippocampus: 6.5%"
Cluster128,COVAR,16231,27.504,0.038597,8.5489,0.00064876,False,121,128.0,ULIT_128,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%"
Cluster219,COVAR,16231,22.817,0.038128,7.0924,0.0006493,False,122,219.0,MSN_219,Medium spiny neuron,NEUR,"Amygdala: 33.2%, Basal forebrain: 32.8%, Hypothalamus: 18.6%"
Cluster411,COVAR,16231,15.753,0.036965,4.9055,0.00066219,False,123,411.0,Splat_411,Splatter,NEUR,"Hypothalamus: 99.2%, Amygdala: 0.2%, Midbrain: 0.2%"
Cluster355,COVAR,16231,31.06,0.037428,9.7643,0.00073572,False,124,355.0,Splat_355,Splatter,NEUR,"Midbrain: 87.7%, Pons: 9.3%, Thalamus: 2.4%"
Cluster144,COVAR,16231,26.521,0.038237,8.3433,0.00074138,False,125,144.0,DLIT_144,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 96.2%, Basal forebrain: 1.4%, Amygdala: 1.2%"
Cluster91,COVAR,16231,21.046,0.03786,6.6478,0.00077503,False,126,91.0,DLNP_91,Deep-layer near-projecting,NEUR,"Cerebral cortex: 89.4%, Basal forebrain: 4.7%, Hippocampus: 3.3%"
Cluster265,COVAR,16231,24.632,0.038094,7.8277,0.00082728,False,127,265.0,LLC_265,LAMP5-LHX6 and Chandelier,NEUR,"Cerebral cortex: 72.8%, Amygdala: 17.1%, Hippocampus: 5.1%"
Cluster378,COVAR,16231,21.779,0.036586,6.9295,0.00083851,False,128,378.0,Splat_378,Splatter,NEUR,"Amygdala: 29.4%, Basal forebrain: 25.2%, Hypothalamus: 22.3%"
Cluster109,COVAR,16231,27.632,0.037158,8.8268,0.00087465,False,129,109.0,DLCT6b_109,Deep-layer corticothalamic and 6b,NEUR,"Cerebral cortex: 94.0%, Hippocampus: 3.3%, Basal forebrain: 1.8%"
Cluster277,COVAR,16231,23.633,0.03701,7.5654,0.00089471,False,130,277.0,CGE_277,CGE interneuron,NEUR,"Cerebral cortex: 77.4%, Amygdala: 13.3%, Hippocampus: 6.1%"
Cluster156,COVAR,16231,24.855,0.035776,7.9608,0.00089951,False,131,156.0,Amex_156,Amygdala excitatory,NEUR,"Amygdala: 78.4%, Hippocampus: 19.2%, Cerebral cortex: 2.3%"
Cluster253,COVAR,16231,24.977,0.037814,8.0065,0.00090775,False,132,253.0,MGE_253,MGE interneuron,NEUR,"Cerebral cortex: 81.1%, Amygdala: 8.4%, Basal forebrain: 6.1%"
Cluster393,COVAR,16231,26.889,0.036452,8.7083,0.0010106,False,133,393.0,Splat_393,Splatter,NEUR,"Thalamus: 76.5%, Hypothalamus: 10.6%, Midbrain: 6.0%"
Cluster154,COVAR,16231,21.367,0.037078,6.9884,0.0011183,False,134,154.0,Amex_154,Amygdala excitatory,NEUR,"Amygdala: 87.5%, Cerebral cortex: 6.8%, Hippocampus: 5.7%"
Cluster120,COVAR,16231,26.276,0.036307,8.7,0.0012653,False,135,120.0,ULIT_120,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 91.5%, Hypothalamus: 4.6%, Basal forebrain: 2.9%"
Cluster309,COVAR,16231,17.883,0.036183,5.9523,0.0013333,False,136,309.0,URL_309,Upper rhombic lip,NEUR,"Pons: 89.0%, Cerebellum: 8.6%, Medulla: 1.6%"
Cluster379,COVAR,16231,18.36,0.034145,6.1118,0.0013348,False,137,379.0,Splat_379,Splatter,NEUR,"Pons: 99.2%, Medulla: 0.8%, Cerebral cortex: 0.0%"
Cluster358,COVAR,16231,25.548,0.034714,8.5684,0.0014362,False,138,358.0,Splat_358,Splatter,NEUR,"Midbrain: 91.5%, Thalamus: 7.8%, Pons: 0.4%"
Cluster135,COVAR,16231,17.833,0.035723,6.0446,0.0015909,False,139,135.0,ULIT_135,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 95.4%, Basal forebrain: 2.7%, Hippocampus: 1.0%"
Cluster93,COVAR,16231,22.746,0.034792,7.7289,0.0016284,False,140,93.0,DLNP_93,Deep-layer near-projecting,NEUR,"Cerebral cortex: 97.2%, Basal forebrain: 1.1%, Hypothalamus: 0.7%"
Cluster390,COVAR,16231,25.213,0.034012,8.5846,0.0016601,False,141,390.0,Splat_390,Splatter,NEUR,"Thalamus: 81.4%, Amygdala: 5.6%, Pons: 5.3%"
Cluster347,COVAR,16231,18.239,0.036409,6.2279,0.001706,False,142,347.0,Splat_347,Splatter,NEUR,"Medulla: 68.6%, Spinal cord: 29.3%, Pons: 0.9%"
Cluster367,COVAR,16231,27.652,0.034151,9.5187,0.0018394,False,143,367.0,Splat_367,Splatter,NEUR,"Midbrain: 96.9%, Thalamus: 2.6%, Pons: 0.3%"
Cluster254,COVAR,16231,19.45,0.036606,6.7074,0.0018705,False,144,254.0,MGE_254,MGE interneuron,NEUR,"Cerebral cortex: 77.9%, Hippocampus: 13.0%, Amygdala: 4.5%"
Cluster376,COVAR,16231,22.62,0.034007,7.8087,0.0018888,False,145,376.0,Splat_376,Splatter,NEUR,"Hypothalamus: 51.0%, Midbrain: 37.9%, Thalamus: 6.6%"
Cluster261,COVAR,16231,24.384,0.034357,8.4917,0.0020457,False,146,261.0,MGE_261,MGE interneuron,NEUR,"Cerebral cortex: 95.5%, Hippocampus: 1.4%, Basal forebrain: 1.4%"
Cluster198,COVAR,16231,17.728,0.033749,6.18,0.0020652,False,147,198.0,CA4_198,Hippocampal CA4,NEUR,"Hippocampus: 89.9%, Midbrain: 10.1%, Cerebral cortex: 0.0%"
Cluster276,COVAR,16231,21.681,0.033051,7.5701,0.0020952,False,148,276.0,CGE_276,CGE interneuron,NEUR,"Hippocampus: 73.7%, Amygdala: 13.0%, Cerebral cortex: 10.8%"
Cluster369,COVAR,16231,25.093,0.034432,8.8528,0.002299,False,149,369.0,Splat_369,Splatter,NEUR,"Midbrain: 96.5%, Thalamus: 2.3%, Pons: 0.6%"
Cluster108,COVAR,16231,26.591,0.034097,9.3896,0.0023173,False,150,108.0,DLCT6b_108,Deep-layer corticothalamic and 6b,NEUR,"Cerebral cortex: 89.4%, Hippocampus: 6.0%, Basal forebrain: 2.1%"
Cluster329,COVAR,16231,22.174,0.033772,7.8345,0.0023293,False,151,329.0,Mmb_329,Mammillary body,NEUR,"Hypothalamus: 99.7%, Midbrain: 0.3%, Thalamus: 0.1%"
Cluster220,COVAR,16231,21.598,0.033007,7.6878,0.0024858,False,152,220.0,MSN_220,Medium spiny neuron,NEUR,"Amygdala: 91.6%, Thalamus: 8.4%, Cerebral cortex: 0.0%"
Cluster399,COVAR,16231,9.6111,0.031391,3.4248,0.0025092,False,153,399.0,Splat_399,Splatter,NEUR,"Medulla: 99.3%, Pons: 0.5%, Cerebral cortex: 0.1%"
Cluster387,COVAR,16231,18.68,0.035114,6.6595,0.0025193,False,154,387.0,Splat_387,Splatter,NEUR,"Pons: 89.9%, Midbrain: 8.9%, Medulla: 0.7%"
Cluster391,COVAR,16231,18.107,0.031511,6.4606,0.0025377,False,155,391.0,Splat_391,Splatter,NEUR,"Hypothalamus: 92.3%, Thalamus: 3.3%, Midbrain: 2.8%"
Cluster147,COVAR,16231,25.918,0.032959,9.3602,0.0028162,False,156,147.0,DLIT_147,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 65.1%, Amygdala: 19.4%, Basal forebrain: 11.8%"
Cluster238,COVAR,16231,23.244,0.033084,8.4538,0.002988,False,157,238.0,Splat_238,Splatter,NEUR,"Basal forebrain: 57.1%, Amygdala: 27.7%, Cerebral cortex: 6.8%"
Cluster263,COVAR,16231,23.023,0.032877,8.4037,0.0030802,False,158,263.0,MGE_263,MGE interneuron,NEUR,"Cerebral cortex: 98.5%, Basal forebrain: 0.6%, Hippocampus: 0.4%"
Cluster312,COVAR,16231,10.6,0.035042,3.904,0.0033166,False,159,312.0,URL_312,Upper rhombic lip,NEUR,"Medulla: 61.0%, Pons: 34.8%, Cerebellum: 3.6%"
Cluster407,COVAR,16231,24.894,0.031664,9.2263,0.0034912,False,160,407.0,Amex_407,Amygdala excitatory,NEUR,"Amygdala: 72.6%, Cerebral cortex: 23.5%, Hippocampus: 2.7%"
Cluster374,COVAR,16231,18.508,0.031096,6.9535,0.003892,False,161,374.0,Splat_374,Splatter,NEUR,"Pons: 77.9%, Midbrain: 19.6%, Medulla: 2.0%"
Cluster237,COVAR,16231,25.655,0.032347,9.6434,0.0039082,False,162,237.0,Splat_237,Splatter,NEUR,"Amygdala: 57.4%, Cerebral cortex: 20.2%, Basal forebrain: 8.4%"
Cluster92,COVAR,16231,20.033,0.031834,7.5406,0.0039508,False,163,92.0,DLNP_92,Deep-layer near-projecting,NEUR,"Cerebral cortex: 94.7%, Hippocampus: 2.5%, Basal forebrain: 2.2%"
Cluster131,COVAR,16231,22.351,0.031112,8.5104,0.0043204,False,164,131.0,ULIT_131,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%"
Cluster375,COVAR,16231,16.474,0.030098,6.2966,0.0044498,False,165,375.0,Splat_375,Splatter,NEUR,"Thalamus: 94.3%, Midbrain: 5.4%, Pons: 0.1%"
Cluster440,COVAR,16231,20.134,0.031272,7.7176,0.0045474,False,166,440.0,Midi_440,Midbrain-derived inhibitory,NEUR,"Thalamus: 87.1%, Midbrain: 10.2%, Pons: 1.9%"
Cluster408,COVAR,16231,9.8664,0.029309,3.7891,0.0046142,False,167,408.0,Amex_408,Amygdala excitatory,NEUR,"Cerebral cortex: 82.2%, Amygdala: 13.3%, Hypothalamus: 4.4%"
Cluster129,COVAR,16231,21.96,0.03087,8.4929,0.0048654,False,168,129.0,ULIT_129,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 99.1%, Hippocampus: 0.4%, Basal forebrain: 0.4%"
Cluster134,COVAR,16231,19.875,0.03087,7.6882,0.0048727,False,169,134.0,ULIT_134,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 99.3%, Hippocampus: 0.5%, Basal forebrain: 0.2%"
Cluster282,COVAR,16231,15.571,0.030215,6.0263,0.0048922,False,170,282.0,CGE_282,CGE interneuron,NEUR,"Cerebral cortex: 82.6%, Hippocampus: 11.9%, Amygdala: 2.2%"
Cluster334,COVAR,16231,9.4976,0.030846,3.6944,0.0050787,False,171,334.0,Splat_334,Splatter,NEUR,"Thalamus: 91.7%, Midbrain: 8.2%, Pons: 0.1%"
Cluster344,COVAR,16231,14.86,0.030589,5.7858,0.0051148,False,172,344.0,Splat_344,Splatter,CHRP NEUR,"Medulla: 61.0%, Spinal cord: 21.9%, Pons: 14.9%"
Cluster130,COVAR,16231,22.997,0.030459,8.9733,0.005197,False,173,130.0,ULIT_130,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 97.8%, Amygdala: 0.7%, Basal forebrain: 0.7%"
Cluster90,COVAR,16231,17.903,0.030436,7.0109,0.0053372,False,174,90.0,DLNP_90,Deep-layer near-projecting,NEUR,"Cerebral cortex: 95.7%, Basal forebrain: 3.4%, Hypothalamus: 0.6%"
Cluster167,COVAR,16231,18.31,0.029561,7.353,0.0063914,False,175,167.0,Misc_167,Miscellaneous,NEUR,"Hippocampus: 76.8%, Cerebral cortex: 14.3%, Midbrain: 8.2%"
Cluster94,COVAR,16231,19.072,0.02957,7.6785,0.0065069,False,176,94.0,DLNP_94,Deep-layer near-projecting,NEUR,"Cerebral cortex: 94.1%, Hippocampus: 2.6%, Amygdala: 2.0%"
Cluster438,COVAR,16231,18.139,0.030498,7.3124,0.0065656,False,177,438.0,Midi_438,Midbrain-derived inhibitory,NEUR,"Midbrain: 44.9%, Thalamus: 38.0%, Hypothalamus: 8.8%"
Cluster304,COVAR,16231,11.681,0.028244,4.7203,0.0066748,False,178,304.0,CBI_304,Cerebellar inhibitory,,"Cerebellum: 95.5%, Pons: 2.4%, Medulla: 1.8%"
Cluster151,COVAR,16231,15.146,0.028916,6.1545,0.0069363,False,179,151.0,DLIT_151,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 44.8%, Amygdala: 33.6%, Basal forebrain: 21.4%"
Cluster267,COVAR,16231,20.873,0.030037,8.4855,0.0069577,False,180,267.0,LLC_267,LAMP5-LHX6 and Chandelier,NEUR,"Hippocampus: 80.6%, Cerebral cortex: 13.8%, Amygdala: 1.9%"
Cluster444,COVAR,16231,14.771,0.029044,6.0057,0.0069624,False,181,444.0,Midi_444,Midbrain-derived inhibitory,NEUR,"Thalamus: 83.2%, Midbrain: 14.0%, Pons: 1.9%"
Cluster163,COVAR,16231,14.944,0.027927,6.1379,0.0074604,False,182,163.0,CA13_163,Hippocampal CA1-3,NEUR,"Amygdala: 93.5%, Hippocampus: 5.9%, Hypothalamus: 0.4%"
Cluster356,COVAR,16231,22.296,0.02893,9.2262,0.0078399,False,183,356.0,Splat_356,Splatter,NEUR,"Midbrain: 67.5%, Pons: 20.1%, Thalamus: 9.5%"
Cluster383,COVAR,16231,14.875,0.027322,6.1637,0.00791,False,184,383.0,Splat_383,Splatter,NEUR,"Hypothalamus: 68.0%, Midbrain: 24.6%, Thalamus: 6.6%"
Cluster255,COVAR,16231,17.643,0.027397,7.4301,0.008792,False,185,255.0,MGE_255,MGE interneuron,NEUR,"Cerebral cortex: 67.2%, Amygdala: 13.0%, Hippocampus: 12.1%"
Cluster85,COVAR,16231,16.656,0.0277,7.0728,0.0092694,False,186,85.0,DLNP_85,Deep-layer near-projecting,NEUR,"Cerebral cortex: 47.1%, Basal forebrain: 37.0%, Hypothalamus: 10.9%"
Cluster368,COVAR,16231,14.619,0.029182,6.2667,0.0098362,False,187,368.0,Splat_368,Splatter,NEUR,"Midbrain: 84.5%, Thalamus: 13.4%, Pons: 1.5%"
Cluster170,COVAR,16231,17.727,0.027103,7.602,0.0098606,False,188,170.0,Misc_170,Miscellaneous,NEUR,"Hippocampus: 68.6%, Hypothalamus: 21.7%, Cerebral cortex: 6.4%"
Cluster272,COVAR,16231,14.275,0.025808,6.168,0.010332,False,189,272.0,LLC_272,LAMP5-LHX6 and Chandelier,NEUR,"Cerebral cortex: 67.5%, Amygdala: 16.1%, Basal forebrain: 7.8%"
Cluster196,COVAR,16231,15.141,0.027382,6.5814,0.010717,False,190,196.0,CA4_196,Hippocampal CA4,NEUR,"Hippocampus: 99.9%, Midbrain: 0.1%, Cerebral cortex: 0.0%"
Cluster395,COVAR,16231,10.681,0.026124,4.6549,0.010885,False,191,395.0,Splat_395,Splatter,NEUR,"Midbrain: 92.6%, Hypothalamus: 6.5%, Thalamus: 0.7%"
Cluster406,COVAR,16231,17.207,0.029215,7.5237,0.011104,False,192,406.0,Amex_406,Amygdala excitatory,NEUR,"Amygdala: 50.5%, Cerebral cortex: 46.9%, Hypothalamus: 2.4%"
Cluster357,COVAR,16231,15.882,0.026345,6.9781,0.011431,False,193,357.0,Splat_357,Splatter,NEUR,"Midbrain: 97.4%, Pons: 1.6%, Thalamus: 0.9%"
Cluster436,COVAR,16231,15.544,0.026166,6.967,0.012849,False,194,436.0,Midi_436,Midbrain-derived inhibitory,NEUR,"Thalamus: 82.2%, Midbrain: 17.5%, Hypothalamus: 0.1%"
Cluster142,COVAR,16231,13.858,0.027846,6.2156,0.012896,False,195,142.0,DLIT_142,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 96.0%, Hippocampus: 1.3%, Basal forebrain: 1.2%"
Cluster413,COVAR,16231,11.166,0.025486,5.0423,0.013411,False,196,413.0,Splat_413,Splatter,NEUR,"Hypothalamus: 92.1%, Midbrain: 5.8%, Pons: 1.4%"
Cluster279,COVAR,16231,16.573,0.025679,7.4895,0.013466,False,197,279.0,CGE_279,CGE interneuron,NEUR,"Cerebral cortex: 54.6%, Hippocampus: 26.0%, Amygdala: 14.6%"
Cluster441,COVAR,16231,16.848,0.02658,7.6259,0.013586,False,198,441.0,Midi_441,Midbrain-derived inhibitory,NEUR,"Thalamus: 89.9%, Midbrain: 8.8%, Pons: 0.7%"
Cluster202,COVAR,16231,15.061,0.024856,6.8766,0.014264,False,199,202.0,DG_202,Hippocampal dentate gyrus,NEUR,"Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%"
Cluster106,COVAR,16231,16.295,0.025837,7.4577,0.014455,False,200,106.0,DLCT6b_106,Deep-layer corticothalamic and 6b,NEUR,"Cerebral cortex: 99.0%, Hippocampus: 0.6%, Basal forebrain: 0.4%"
Cluster352,COVAR,16231,15.713,0.026087,7.2036,0.014592,False,201,352.0,Splat_352,Splatter,,"Midbrain: 97.3%, Pons: 0.9%, Medulla: 0.8%"
Cluster353,COVAR,16231,14.472,0.025027,6.675,0.015086,False,202,353.0,Splat_353,Splatter,NEUR,"Thalamus: 97.2%, Midbrain: 2.2%, Hypothalamus: 0.5%"
Cluster392,COVAR,16231,17.99,0.026375,8.3101,0.015211,False,203,392.0,Splat_392,Splatter,NEUR,"Amygdala: 39.6%, Basal forebrain: 32.7%, Hypothalamus: 21.2%"
Cluster414,COVAR,16231,10.39,0.024945,4.8015,0.015242,False,204,414.0,Splat_414,Splatter,NEUR,"Hypothalamus: 90.6%, Midbrain: 8.5%, Thalamus: 0.8%"
Cluster343,COVAR,16231,9.5173,0.027397,4.4333,0.015916,False,205,343.0,Splat_343,Splatter,NEUR,"Medulla: 57.2%, Spinal cord: 34.1%, Pons: 5.9%"
Cluster153,COVAR,16231,13.366,0.024238,6.2966,0.016897,False,206,153.0,Amex_153,Amygdala excitatory,NEUR,"Amygdala: 93.4%, Hippocampus: 5.3%, Cerebral cortex: 1.3%"
Cluster125,COVAR,16231,18.095,0.025086,8.5898,0.017588,False,207,125.0,ULIT_125,Upper-layer intratelencephalic,NEUR,"Cerebral cortex: 98.3%, Basal forebrain: 0.9%, Amygdala: 0.4%"
Cluster201,COVAR,16231,16.176,0.024685,7.7206,0.018086,False,208,201.0,DG_201,Hippocampal dentate gyrus,NEUR,"Hippocampus: 99.9%, Midbrain: 0.1%, Thalamus: 0.0%"
Cluster433,COVAR,16231,11.767,0.023796,5.6441,0.018554,False,209,433.0,Midi_433,Midbrain-derived inhibitory,NEUR,"Midbrain: 89.4%, Thalamus: 8.3%, Hypothalamus: 1.3%"
Cluster143,COVAR,16231,16.341,0.025005,7.843,0.018611,False,210,143.0,DLIT_143,Deep-layer intratelencephalic,NEUR,"Cerebral cortex: 89.0%, Basal forebrain: 4.2%, Amygdala: 4.2%"
Cluster222,COVAR,16231,13.327,0.024272,6.4774,0.019832,False,211,222.0,EMSN_222,Eccentric medium spiny neuron,NEUR,"Basal forebrain: 93.9%, Thalamus: 1.9%, Cerebral cortex: 1.8%"
Cluster268,COVAR,16231,16.652,0.024695,8.1361,0.020357,False,212,268.0,LLC_268,LAMP5-LHX6 and Chandelier,NEUR,"Hippocampus: 95.5%, Cerebral cortex: 2.4%, Amygdala: 1.1%"
Cluster437,COVAR,16231,13.826,0.023531,6.7802,0.020728,False,213,437.0,Midi_437,Midbrain-derived inhibitory,NEUR,"Thalamus: 85.5%, Midbrain: 13.8%, Pons: 0.5%"
Cluster398,COVAR,16231,9.5311,0.022636,4.6779,0.020813,False,214,398.0,Splat_398,Splatter,NEUR,"Medulla: 86.6%, Pons: 12.8%, Midbrain: 0.2%"
Cluster98,COVAR,16231,13.723,0.023795,6.7604,0.021195,False,215,98.0,DLCT6b_98,Deep-layer corticothalamic and 6b,NEUR,"Cerebral cortex: 75.6%, Basal forebrain: 10.3%, Amygdala: 7.8%"
Cluster158,COVAR,16231,16.218,0.023077,8.1011,0.022654,False,216,158.0,Amex_158,Amygdala excitatory,NEUR,"Amygdala: 68.1%, Cerebral cortex: 25.8%, Hippocampus: 6.0%"
Cluster418,COVAR,16231,11.026,0.022453,5.5784,0.024054,False,217,418.0,Splat_418,Splatter,NEUR,"Hypothalamus: 99.3%, Midbrain: 0.5%, Thalamus: 0.1%"
Cluster247,COVAR,16231,15.111,0.023444,7.6823,0.024608,False,218,247.0,MGE_247,MGE interneuron,NEUR,"Hippocampus: 91.0%, Amygdala: 4.8%, Cerebral cortex: 3.4%"
Cluster216,COVAR,16231,15.721,0.023219,8.0813,0.025878,False,219,216.0,MSN_216,Medium spiny neuron,NEUR,"Basal forebrain: 40.9%, Amygdala: 26.3%, Hypothalamus: 18.3%"
Cluster86,COVAR,16231,13.754,0.022772,7.1403,0.027049,False,220,86.0,DLNP_86,Deep-layer near-projecting,NEUR,"Cerebral cortex: 97.0%, Basal forebrain: 1.8%, Hippocampus: 1.1%"
Cluster42,COVAR,16231,8.8865,0.021982,4.6319,0.027534,False,221,42.0,COP_42,Committed oligodendrocyte precursor,OLIGO,"Thalamus: 92.7%, Midbrain: 2.3%, Pons: 1.5%"
Cluster168,COVAR,16231,11.962,0.022523,6.2783,0.028384,False,222,168.0,Misc_168,Miscellaneous,NEUR,"Cerebral cortex: 92.4%, Hippocampus: 7.6%, Amygdala: 0.0%"
Cluster348,COVAR,16231,8.4242,0.022985,4.4504,0.029198,False,223,348.0,Splat_348,Splatter,NEUR,"Medulla: 65.6%, Spinal cord: 26.9%, Pons: 6.0%"
Cluster384,COVAR,16231,15.142,0.022412,8.0327,0.029722,False,224,384.0,Splat_384,Splatter,NEUR,"Hypothalamus: 43.2%, Midbrain: 39.3%, Pons: 9.4%"
Cluster188,COVAR,16231,14.086,0.022489,7.4979,0.030159,False,225,188.0,CA13_188,Hippocampal CA1-3,NEUR,"Hippocampus: 98.4%, Cerebral cortex: 1.2%, Amygdala: 0.3%"
Cluster83,COVAR,16231,11.007,0.021919,5.8987,0.031031,False,226,83.0,DLNP_83,Deep-layer near-projecting,NEUR,"Cerebral cortex: 92.0%, Basal forebrain: 3.2%, Hypothalamus: 1.9%"
Cluster35,COVAR,16231,8.9987,0.022136,4.8732,0.032416,False,227,35.0,OPC_35,Oligodendrocyte precursor,OPC,"Cerebral cortex: 62.3%, Hippocampus: 21.4%, Basal forebrain: 6.5%"
